"x","y"
-100.482750766147,27.2842061715748
-103.48810856423,28.2825366379688
-103.119708028341,28.2134610895539
-99.9126459074068,29.4999601801893
-100.598521872552,27.3960941005443
-103.810458561527,27.5796387456342
-103.470840392894,27.7549875065319
-101.83569360377,25.3514556844758
-102.340075417009,29.3829140319822
-102.201233685962,28.1892558980803
-102.601137061127,25.8359108674932
-103.503409669875,26.8518302777197
-103.259641602864,27.0373912968263
-100.335934467832,29.3902401084082
-100.472167274353,28.5176941703176
-103.316627183204,29.8510442702503
-100.665392494638,27.4534321471431
-104.690861611494,26.7877911167974
-104.082786960114,26.0832755984922
-102.265758853912,29.180773578003
-100.341252850481,25.6073047089139
-101.135342066152,28.4804073986443
-101.170693922373,29.4271758815933
-104.275845531005,25.5380368294644
-100.213736708988,27.2214374701733
-100.644845877043,27.6851701167101
-104.456164812377,28.8569841190867
-102.513244803497,27.7602886928195
-101.748281590342,25.4486236687265
-104.802737885662,26.466416672327
-102.312961356358,28.2020827269626
-102.318924950542,27.3966304843758
-103.147116749598,29.3380113751483
-104.537521101613,28.797706806524
-104.371045145663,26.2011493517017
-103.888576637197,27.7747582408874
-102.55475261686,25.36699423471
-102.483058338315,28.8200588970335
-104.465058945332,27.6909981165204
-104.175883005529,29.324321726303
-102.509589548759,26.8455596114252
-101.485804824186,29.1686810724443
-101.402406399197,25.891213316238
-103.832753203151,28.3870354624009
-104.090823913757,29.6178646885823
-100.704006255126,26.4713131838469
-104.096934386008,27.9499008507156
-102.645017637054,25.5465455720505
-101.011114574527,29.2967857336456
-101.714438332299,27.0022934013351
-104.753559729629,25.8069085614983
-101.223652003379,28.032770642224
-102.110017468482,26.7577238837324
-100.625939139667,29.9240285607662
-104.439545383092,27.342447495085
-104.472981053304,26.31259241726
-101.09042737745,28.3818484418248
-99.9887799330537,27.0359735902705
-104.543189957383,26.2714070629833
-102.104003530544,26.0534076088037
-101.199386110187,27.1031808569009
-101.814879971266,25.7163752695161
-100.082990826312,28.7754245872454
-102.406370492744,26.1996242006905
-101.522263221466,27.0169118003866
-100.187847716203,27.9954404927493
-103.647020745609,29.7696754092776
-101.130924961667,27.8573276313984
-101.146804110875,29.8579715774723
-102.75364130704,26.4481436779799
-102.329109958434,27.3108792401059
-102.827719343271,29.529882391811
-104.642076124179,27.8327843396939
-103.604928197278,28.5661706972558
-104.132799205618,28.5794235723625
-103.074480369384,26.2678587168474
-104.272758366332,27.5783131396198
-104.368153962193,25.765696209709
-102.913475169888,27.5473963949895
-102.217765919715,28.2533848518481
-103.440431133549,28.7991785092941
-102.850803709107,25.2157953925113
-101.241467440858,29.8460384090487
-100.747847689789,29.0409574092007
-100.617144779516,29.3235816297024
-102.085201106143,27.6526526327021
-103.411434776299,26.5927600098291
-101.433948202763,29.9243434284537
-103.216727069113,26.7427896753001
-103.341244135234,29.0689154378124
-99.8839622610221,28.065267122362
-102.824715865132,27.0992810681396
-101.702505961498,25.9982461951067
-103.684931475778,28.3502746744498
-102.051435238792,29.7117918988946
-102.197849884617,25.7671474326486
-104.547338526034,25.4676416132729
-103.884261540992,26.7993747160519
-102.696220454803,29.4264673988078
-104.336176005934,28.7544930309991
