Longitud,Latitud,Mediciones
-103.379734626971,28.1364788331091,4.46236687397773
-104.198365812888,29.2843722690828,3.24595240777721
-102.561008308548,25.9172368154861,1.42136927822079
-101.272974136402,27.3009275629185,1.1126545505165
-104.42535249074,28.2630417196546,5.10774234556496
-101.089488048223,29.1399731228594,3.62860254316979
-104.103839624906,29.0291090473998,4.87027577364728
-104.308145508752,29.5424662027974,1.13943133616423
-104.131418438512,27.7903593256138,4.29538609082843
-104.111642965116,29.2205813013017,3.02661629581031
-104.154202700825,28.9881101442967,5.99788110439851
-103.618112204364,28.0603051481768,4.49891722684545
-100.031789085479,28.3270000785124,3.42924184545352
-101.565389459021,28.8488319899887,3.91231058835231
-101.730765242595,25.7972034218721,1.8938130227036
-101.327450347366,28.0743878906127,2.6027403436295
-102.781379171181,28.2718653649092,4.46876949564588
-102.895491357544,28.762531724805,3.70166972636767
-101.667662555003,29.2757862194907,3.28869521946951
-102.999125587638,26.8858387601562,2.95361555213439
-103.240805460955,26.1609947463032,0.142600961716936
-103.129221865325,28.9560814563185,2.04840747946766
-100.494383056764,26.3699778253678,3.77069136047506
-102.522037874558,27.3903282789979,5.9962198116462
-101.138023347477,29.13008702402,3.65511399696408
-100.683293680078,27.4721946403384,2.09398835914347
-101.191337966011,28.24370305622,3.27610618295133
-102.685899942997,25.9832740640268,1.08352097729159
-102.744420354138,29.4718929783907,3.23950919330797
-103.370661493391,28.4709850722458,4.40750791495083
-100.246166118304,26.2094611361157,3.69359220130626
-100.172750053112,28.4429563832469,3.4924605572727
-102.569237646414,28.1907462826464,4.57427607710195
-100.100179535453,27.850427666679,2.81583961065791
-101.044393752818,29.1800752619281,3.99597945547085
-101.16329655936,26.5489453734364,3.34155532070741
-102.060744422604,27.8892594530247,3.90298251029091
-102.322216059547,27.0293833235744,5.35310944277847
-103.388267930364,27.8612023817841,4.08479955338833
-101.373612964526,27.6334679064341,1.81518811025235
-103.913911047741,28.1367115960456,4.44122625960012
-103.663056136807,25.5977878103033,-1.3874778418488
-102.180917440564,29.0673936531879,5.00920912509785
-100.07510064228,26.3812171715777,2.14072427912045
-104.192227950552,26.1571276580449,-0.685207579319485
-101.085573240533,26.221205736883,2.96374385911149
-103.709294289583,27.7358475192916,4.77430326140063
-101.626821639598,26.6809009035118,3.43672515715825
-100.550064528827,29.3477396340575,4.68210588189446
-104.271975384792,25.8096050181426,-1.26826656170142
-102.273124122294,28.5156686365139,5.27971057091945
-103.018288392108,29.1636695360765,2.71382031652037
-103.865902770078,28.4427936351858,5.04332452834559
-103.767519611632,27.0300064244773,3.32775874862243
-102.140640060417,28.789019221114,4.08002551533891
-101.280448658741,29.0265591693576,3.57808032018178
-101.631295935134,27.8026794529986,2.87850938413809
-104.287834093324,27.9981191108935,4.24548210168728
-100.548343474744,27.6300980149303,2.36316211392219
-100.266202098108,28.6055664486252,3.54641994353305
-100.822986350511,29.4255279149394,4.67969859123134
-101.961428622366,28.0362512403633,3.89256649057144
-102.884784032591,27.8400407841895,3.76022098634189
-101.38761857152,28.6107040636707,3.51062960284564
-101.033572168904,27.729293908691,2.97516717053148
-103.428868136369,28.9873672774527,3.3139432667726
-103.820462493808,27.4626863175072,4.13915696416543
-100.910217145807,25.6482165283989,3.55383563987793
-100.977181226364,28.4853268016595,3.42635804112455
-103.999089007033,27.1956504335627,4.72412768720495
-103.000999731943,26.9232206485234,3.00627050928084
-102.351445277222,28.2328029689379,5.47442335317965
-103.649331664084,27.497346856026,4.96462435062387
-102.546211983194,27.2267478722613,5.23622481177949
-102.214096097858,25.5100699350704,1.58786831029984
-101.270878667943,25.876792258909,3.24778065901536
-101.913204889977,26.6473022445571,2.98187535124318
-101.313376042293,26.0680272515863,2.92168266283219
-103.814713546541,25.8098660537973,-0.850272130147674
-100.449516674737,28.4969659576658,3.19983085033687
-101.53599902906,27.9661512407474,1.8665652145322
-103.835657479241,27.5689870645758,4.93939875497504
-104.238840272534,25.5491843556985,-1.90065460259797
-103.238206907525,25.5500888294075,-0.809268315905449
-102.152702757972,26.2340886401944,3.52440729917724
-103.351016604807,27.1519010336604,3.40613766546479
-104.444251585868,28.7574816660024,3.38301771471678
-102.7279721956,26.5621886502486,2.41911188179401
-100.246043957304,27.5062427115161,2.72906364608849
-104.268037648406,26.4660119096283,-0.186418552184954
-102.821448164643,25.8580284659285,0.360345765621032
-103.912319938303,26.213928303821,-0.145861875346355
-102.723356201896,27.3266600773204,4.48124350428112
-102.050013155793,26.2219143756665,3.53149148453894
-103.058340621763,29.2029248831794,3.08701806398939
-104.070937255048,25.8627079567406,-1.02190969485096
-101.993140487466,26.0789622485172,2.94193311566516
-103.252906605252,29.3191136213019,6.09497459635116
-104.442000835319,25.5001607072074,-1.88910783244866
-101.174429938546,26.9452292942908,1.99385902119405
